Date,District,Rainfall_Today_mm,Cumulative_7Day_mm,Slope_Angle,Elevation_m,Disaster_Occurred,Intensity_Score
2019-12-12,Galle,7.62,53.95,15.11,54.86,0,0.07
2021-05-14,Kegalle,54.9,227.96,41.32,205.23,0,0.14
2020-09-19,Ratnapura,198.91,407.39,35.3,121.29,1,2.74
2023-05-13,Galle,3.23,42.27,15.54,45.88,0,0.06
2020-10-27,Kalutara,1.53,43.69,12.23,19.28,0,0.1
2023-04-15,Matara,11.32,19.65,18.33,51.53,0,0.12
2023-03-23,Colombo,143.33,408.29,-0.58,4.28,1,2.98
2018-08-01,Matale,3.21,11.04,14.08,52.72,0,0.15
2022-01-22,Kegalle,70.7,370.03,41.44,198.56,1,2.92
2022-10-04,Kegalle,15.15,55.34,42.8,207.98,0,0.08
2018-09-14,Matale,3.82,30.59,12.99,39.49,0,0.01
2018-05-17,Matara,27.87,46.46,12.85,55.18,0,0.0
2022-09-08,Matara,4.47,29.66,15.1,49.13,0,0.0
2022-04-19,Ratnapura,10.43,27.54,34.92,135.01,0,0.03
2021-05-13,Kandy,28.88,46.88,13.88,48.75,0,0.01
2018-08-27,Matara,1.35,37.21,13.25,37.98,0,0.08
2022-04-24,Kandy,1.47,24.51,16.62,45.76,0,0.04
2020-10-12,Badulla,13.92,17.58,44.69,686.47,0,0.04
2020-04-22,Matara,0.06,1.94,18.2,53.67,0,0.09
2020-05-23,Gampaha,72.52,191.99,-1.21,20.21,1,2.36
2019-10-19,Kegalle,6.98,15.19,35.06,191.62,0,0.08
2021-07-23,Gampaha,68.54,231.34,0.53,16.27,1,0.66
2018-03-26,Kandy,0.23,23.21,16.43,61.97,0,0.09
2022-05-22,Galle,2.31,39.81,16.0,41.54,0,0.1
2020-03-20,Matale,15.56,59.68,13.67,40.47,0,0.03
2018-01-20,Ratnapura,0.6,15.56,35.6,140.51,0,0.11
2023-05-05,Galle,13.83,59.6,12.46,47.81,0,0.11
2018-08-12,Kalutara,1.5,23.3,11.96,16.45,0,0.02
2018-07-29,Matara,4.99,17.6,14.92,57.51,0,0.07
2022-03-05,Kalutara,0.98,27.45,15.48,25.27,0,0.04
2021-04-30,Matara,27.74,30.92,16.91,61.62,0,0.08
2020-11-23,Kegalle,1.7,21.98,41.25,198.61,0,0.01
2021-12-12,Ratnapura,74.3,417.74,36.78,124.39,1,1.41
2021-02-05,Matale,43.42,91.86,16.41,55.95,0,0.11
2021-08-06,Nuwara Eliya,18.78,48.4,42.94,1800.23,0,0.07
2019-05-14,Badulla,45.31,59.16,41.88,671.23,0,0.01
2020-04-18,Galle,0.21,39.23,14.35,45.31,0,0.03
2018-08-13,Galle,2.21,40.79,14.45,49.93,0,0.14
2022-04-08,Badulla,12.22,52.17,41.33,680.69,0,0.08
2021-02-25,Kegalle,33.41,57.0,40.37,192.75,0,0.14
2021-12-17,Kandy,46.07,91.15,14.15,55.29,0,0.14
2019-07-27,Gampaha,27.66,50.66,2.75,8.94,0,0.09
2022-09-18,Kalutara,2.25,27.39,11.92,6.23,0,0.02
2018-04-02,Matale,183.15,497.05,15.55,39.63,1,1.97
2022-01-02,Nuwara Eliya,21.51,39.32,43.02,1797.23,0,0.1
2019-12-18,Kalutara,128.5,492.87,9.4,5.73,1,0.81
2021-03-13,Matara,6.73,53.83,13.43,43.03,0,0.11
2022-07-18,Gampaha,15.91,25.46,1.16,18.66,0,0.12
2021-11-08,Matara,5.28,50.73,16.82,57.63,0,0.0
2022-09-04,Matale,22.68,63.04,17.0,62.19,0,0.08
2018-07-21,Gampaha,68.95,429.81,3.21,4.61,1,3.56
2020-01-19,Kandy,11.6,47.87,13.31,53.21,0,0.02
2018-09-10,Kalutara,42.64,83.03,17.87,9.63,0,0.1
2021-04-08,Kegalle,1.19,27.43,38.53,208.34,0,0.1
2022-08-15,Colombo,2.23,40.05,2.36,9.19,0,0.12
2019-02-19,Kalutara,13.22,58.03,11.4,17.55,0,0.1
2022-05-05,Kegalle,6.84,19.4,38.07,197.31,0,0.05
2020-03-20,Kandy,4.67,41.99,16.22,41.37,0,0.13
2018-03-29,Nuwara Eliya,1.32,18.6,47.38,1795.91,0,0.12
2022-01-16,Matale,7.3,33.68,15.72,54.84,0,0.1
2022-03-01,Matale,146.74,352.26,14.18,53.92,0,0.08
2021-03-07,Matale,2.67,26.78,14.27,56.55,0,0.11
2019-01-20,Matara,109.47,277.63,11.89,57.28,0,0.06
2018-04-20,Ratnapura,2.24,19.21,33.7,134.16,0,0.07
2018-05-30,Kegalle,13.41,35.3,40.57,201.29,0,0.03
2019-03-29,Ratnapura,0.14,43.03,37.8,131.83,0,0.07
2019-12-01,Kegalle,4.21,39.65,39.94,199.12,0,0.03
2020-02-04,Matale,36.12,68.09,12.75,49.09,0,0.13
2019-01-29,Ratnapura,34.42,70.66,34.66,134.97,0,0.02
2018-11-16,Colombo,26.35,35.23,-0.42,6.62,0,0.14
2020-10-29,Ratnapura,0.53,27.73,38.24,137.8,0,0.08
2018-06-13,Nuwara Eliya,8.47,48.8,42.08,1803.43,0,0.01
2019-12-17,Badulla,15.1,17.84,44.0,675.51,0,0.05
2023-01-05,Kandy,32.66,79.6,11.0,50.17,0,0.12
2023-05-22,Ratnapura,9.04,24.89,37.55,130.99,0,0.07
2022-11-12,Galle,5.99,11.51,13.74,48.54,0,0.03
2018-04-09,Matale,25.34,53.59,16.16,52.62,0,0.03
2019-12-11,Ratnapura,17.77,44.54,37.1,132.85,0,0.14
2021-11-11,Colombo,21.52,58.91,3.07,7.76,0,0.04
2018-12-16,Kegalle,81.88,437.77,37.87,200.25,1,2.67
2020-07-28,Matara,12.37,45.89,14.64,52.89,0,0.04
2023-04-24,Kandy,10.94,27.49,18.19,53.32,0,0.13
2020-01-29,Nuwara Eliya,48.29,67.59,39.92,1800.96,0,0.1
2021-04-17,Ratnapura,10.64,42.1,35.04,125.09,0,0.06
2019-07-22,Kalutara,6.66,42.42,12.41,16.2,0,0.05
2022-09-26,Colombo,2.16,19.18,2.01,7.96,0,0.13
2018-10-24,Kegalle,110.72,233.26,39.88,193.32,0,0.08
2019-01-17,Gampaha,17.87,59.61,7.24,8.86,0,0.11
2023-05-23,Kalutara,16.42,59.37,12.27,22.04,0,0.09
2018-01-03,Badulla,8.01,26.87,40.65,686.25,0,0.14
2023-06-19,Kandy,35.17,61.73,12.53,57.62,0,0.01
2018-04-04,Matale,7.65,27.8,15.64,42.97,0,0.1
2018-03-18,Gampaha,4.46,51.84,1.74,8.61,0,0.07
2022-01-05,Kandy,9.12,36.0,17.75,46.87,0,0.0
2021-03-12,Ratnapura,2.08,3.08,33.94,131.93,0,0.11
2021-06-01,Matale,42.79,69.82,14.63,49.9,0,0.1
2018-03-04,Matale,27.78,71.32,10.97,50.5,0,0.06
2022-12-20,Ratnapura,2.98,31.83,34.46,135.55,0,0.1
2018-09-06,Kalutara,11.91,18.53,10.33,12.39,0,0.1
2019-10-24,Nuwara Eliya,3.15,47.02,43.24,1806.62,0,0.01
2022-03-24,Kalutara,0.7,29.68,10.43,11.08,0,0.1
2019-08-02,Gampaha,0.99,42.55,5.39,2.41,0,0.12
2018-02-26,Matara,0.01,10.42,16.23,38.73,0,0.04
2018-05-02,Colombo,17.54,29.61,0.29,1.94,0,0.01
2023-01-17,Nuwara Eliya,9.27,44.29,46.5,1795.75,0,0.06
2022-10-09,Matale,180.9,358.72,16.45,57.22,0,0.1
2021-10-20,Matale,4.76,37.94,13.98,53.65,0,0.12
2022-12-22,Matale,67.45,386.3,13.05,52.03,0,0.0
2021-07-04,Ratnapura,18.73,42.92,37.11,129.82,0,0.07
2019-03-10,Ratnapura,4.14,4.9,39.35,121.28,0,0.04
2019-04-09,Matara,3.93,50.15,11.03,46.94,0,0.08
2021-09-13,Galle,17.51,46.21,13.66,50.97,0,0.1
2023-03-20,Gampaha,11.59,35.8,1.32,16.08,0,0.1
2019-10-26,Matara,0.31,24.41,11.38,51.01,0,0.11
2019-07-31,Ratnapura,9.65,42.36,34.84,129.07,0,0.04
2022-05-25,Matara,27.27,75.75,14.71,40.13,0,0.11
2019-07-03,Galle,4.31,19.86,15.63,46.7,0,0.05
2022-11-02,Gampaha,11.86,51.07,1.68,11.71,0,0.09
2018-08-06,Ratnapura,9.81,23.94,34.66,128.37,0,0.07
2020-04-17,Galle,5.1,7.42,16.34,55.89,0,0.09
2022-12-12,Matara,2.01,34.79,15.03,54.95,0,0.04
2020-09-07,Kalutara,17.76,54.31,12.65,21.2,0,0.04
2019-04-13,Kegalle,7.55,14.16,34.21,199.9,0,0.11
2021-04-24,Matara,3.53,51.62,17.19,47.27,0,0.1
2018-03-23,Nuwara Eliya,4.22,42.78,41.83,1800.04,0,0.03
2020-09-17,Badulla,17.43,45.42,38.54,686.67,0,0.07
2022-09-14,Ratnapura,19.51,57.82,35.9,127.67,0,0.14
2021-02-11,Badulla,18.27,64.97,40.1,678.29,0,0.03
2020-06-05,Galle,71.86,433.51,14.09,57.46,0,0.01
2018-01-06,Kalutara,2.84,3.41,11.46,15.96,0,0.08
2022-06-03,Matale,7.37,34.68,16.0,50.22,0,0.09
2022-03-08,Kegalle,11.57,55.95,38.48,200.55,0,0.06
2022-11-20,Badulla,11.21,50.19,40.26,682.53,0,0.0
2021-10-11,Kegalle,0.46,27.23,41.8,202.7,0,0.03
2019-05-31,Colombo,58.57,324.27,1.56,6.92,0,0.01
2019-09-15,Gampaha,7.4,40.9,2.13,18.61,0,0.0
2019-07-22,Kalutara,56.5,193.48,8.02,5.48,0,0.02
2020-07-26,Gampaha,2.48,32.78,2.24,13.58,0,0.09
2019-02-14,Matale,43.55,89.93,15.15,55.17,0,0.14
2018-02-25,Ratnapura,19.82,51.96,35.58,129.5,0,0.09
2022-07-25,Ratnapura,84.7,373.83,32.42,136.54,1,2.31
2022-05-16,Ratnapura,7.42,31.42,33.93,131.06,0,0.06
2021-08-09,Gampaha,11.26,60.73,-0.81,11.29,0,0.01
2022-06-18,Kegalle,7.06,31.18,41.25,199.6,0,0.11
2022-06-18,Badulla,33.5,62.17,40.85,676.92,0,0.03
2020-09-27,Matale,10.86,13.35,15.06,53.49,0,0.04
2022-11-18,Colombo,4.04,28.5,3.36,5.26,0,0.08
2020-07-14,Badulla,30.66,47.13,38.75,667.47,0,0.01
2019-10-06,Kandy,33.56,43.42,16.02,46.75,0,0.13
2019-05-19,Ratnapura,5.41,13.12,32.72,138.02,0,0.13
2019-04-04,Matale,0.84,6.89,17.21,57.21,0,0.01
2018-07-14,Nuwara Eliya,28.79,67.69,46.64,1794.42,0,0.13
2020-02-09,Kegalle,191.17,507.71,37.06,204.03,1,1.5
2019-11-19,Kandy,2.3,36.83,15.63,53.33,0,0.09
2023-03-25,Kandy,5.48,9.04,15.81,63.11,0,0.01
2023-06-11,Galle,9.09,52.29,15.49,38.95,0,0.04
2022-07-07,Gampaha,5.21,12.63,0.98,20.48,0,0.08
2019-08-14,Ratnapura,6.09,27.67,35.68,133.23,0,0.12
2019-05-28,Badulla,0.14,45.73,44.28,680.32,0,0.12
2018-08-29,Kegalle,30.77,43.57,37.28,206.14,0,0.1
2021-04-09,Kandy,9.04,13.74,14.8,54.83,0,0.04
2019-03-27,Ratnapura,44.79,75.34,34.85,130.98,0,0.01
2018-02-13,Ratnapura,26.3,43.01,37.2,128.1,0,0.12
2022-09-30,Colombo,48.08,75.29,5.39,8.52,0,0.0
2022-09-19,Kegalle,2.11,14.59,40.05,199.74,0,0.13
2018-09-05,Kandy,7.93,38.11,13.21,52.62,0,0.08
2021-02-10,Matara,88.96,426.68,15.34,37.16,1,1.4
2020-06-15,Nuwara Eliya,20.61,31.83,46.02,1798.36,0,0.07
2021-06-25,Gampaha,8.4,47.74,5.36,12.02,0,0.01
2021-02-12,Gampaha,32.61,63.24,8.78,11.39,0,0.09
2019-02-12,Colombo,2.21,13.44,-0.64,8.86,0,0.08
2019-02-20,Kandy,12.97,22.56,13.8,55.83,0,0.01
2022-11-09,Nuwara Eliya,9.74,30.18,46.41,1797.36,0,0.1
2018-09-21,Ratnapura,5.23,31.66,33.37,140.53,0,0.12
2022-02-04,Badulla,8.66,25.76,39.11,686.29,0,0.12
2022-05-12,Kalutara,75.6,387.62,11.11,16.28,1,1.69
2018-11-16,Nuwara Eliya,19.88,53.47,48.31,1803.12,0,0.06
2021-07-12,Colombo,28.11,64.64,2.19,-0.18,0,0.08
2022-03-17,Kalutara,3.75,40.49,12.22,15.69,0,0.05
2021-09-23,Kegalle,9.65,19.04,41.73,200.86,0,0.09
2020-11-27,Colombo,1.58,21.44,0.67,-0.14,0,0.04
2020-03-30,Ratnapura,0.77,18.14,36.15,124.96,0,0.1
2022-01-03,Colombo,34.72,64.89,3.81,4.33,0,0.05
2018-03-08,Kandy,3.16,5.98,14.36,50.58,0,0.0
2019-04-18,Colombo,1.44,27.17,-1.27,2.88,0,0.03
2021-05-09,Nuwara Eliya,3.99,44.6,43.57,1800.77,0,0.11
2022-01-28,Nuwara Eliya,4.25,40.56,45.65,1797.13,0,0.13
2018-03-10,Ratnapura,0.26,42.04,37.27,123.93,0,0.06
2018-11-29,Matara,6.9,55.13,18.53,63.93,0,0.01
2020-09-09,Matara,23.86,28.54,15.1,53.61,0,0.12
2021-09-16,Matale,45.48,89.53,12.75,44.53,0,0.04
2018-10-19,Matale,4.28,21.48,15.37,52.26,0,0.04
2019-11-04,Kandy,3.51,5.06,16.48,56.4,0,0.08
2020-06-18,Badulla,8.19,10.96,40.64,670.61,0,0.02
2020-12-29,Gampaha,1.41,10.28,3.75,5.22,0,0.02
2023-03-19,Kegalle,6.25,13.31,41.41,199.39,0,0.0
2023-02-25,Kegalle,61.52,361.1,40.47,196.41,1,1.5
2019-09-16,Kandy,114.48,347.91,15.55,48.35,1,0.69
2021-04-27,Kegalle,17.61,45.86,42.63,198.87,0,0.1
2018-12-11,Kegalle,23.79,43.36,39.77,200.74,0,0.11
2022-05-12,Galle,11.87,47.82,12.12,54.13,0,0.08
2019-06-25,Kalutara,144.27,485.27,10.4,9.26,1,4.09
2021-03-10,Gampaha,211.38,458.15,2.03,9.77,1,1.87
2021-01-14,Kandy,6.19,38.8,17.66,61.05,0,0.11
2020-01-09,Kalutara,5.16,45.2,12.86,19.23,0,0.07
2020-01-16,Kandy,48.2,49.25,15.63,47.17,0,0.03
2023-03-22,Kegalle,5.8,52.83,37.04,198.12,0,0.14
2021-02-04,Kegalle,32.51,75.35,37.37,191.14,0,0.14
2018-11-13,Colombo,1.07,2.86,-0.95,-3.39,0,0.08
2021-04-13,Ratnapura,4.24,40.74,34.79,136.19,0,0.02
2023-05-30,Badulla,45.28,52.04,39.44,683.73,0,0.09
2022-09-15,Matara,1.42,1.88,14.4,48.21,0,0.09
2019-10-08,Gampaha,2.83,41.65,3.58,9.79,0,0.11
2021-08-12,Badulla,0.39,11.6,43.94,681.44,0,0.06
2020-06-20,Kalutara,17.97,42.67,11.23,16.17,0,0.11
2021-05-15,Matale,21.17,34.93,14.94,53.4,0,0.01
2021-04-11,Kalutara,32.45,53.22,13.92,14.79,0,0.06
2019-09-01,Badulla,16.28,31.76,43.4,683.81,0,0.04
2019-05-18,Galle,14.15,44.6,17.41,54.38,0,0.12
2019-06-22,Galle,2.86,51.46,19.36,47.94,0,0.01
2023-03-26,Badulla,0.89,5.65,44.06,672.82,0,0.01
2018-12-22,Kandy,3.0,52.91,14.87,47.36,0,0.13
2021-07-27,Galle,5.88,51.1,18.92,54.19,0,0.15
2018-06-21,Gampaha,75.0,355.9,2.68,11.54,1,0.73
2019-10-05,Kalutara,14.25,16.18,16.07,16.79,0,0.13
2022-10-23,Matara,7.3,21.04,14.82,44.59,0,0.0
2019-02-14,Badulla,59.07,205.2,39.92,682.11,0,0.14
2022-03-05,Colombo,1.79,36.2,3.84,10.09,0,0.03
2019-04-13,Gampaha,2.83,9.68,4.84,7.6,0,0.1
2019-10-23,Matale,2.55,25.32,13.55,48.25,0,0.14
2018-07-31,Colombo,2.52,30.94,3.92,10.64,0,0.05
2020-03-26,Nuwara Eliya,0.32,22.73,46.72,1794.6,0,0.1
2019-11-06,Kalutara,13.01,49.15,8.77,11.02,0,0.03
2020-03-01,Badulla,4.85,15.53,43.9,671.28,0,0.0
2018-05-05,Matara,39.48,82.03,11.88,57.09,0,0.12
2020-05-05,Kalutara,97.47,209.76,12.28,14.77,1,3.32
2019-05-23,Ratnapura,0.79,7.72,35.6,127.12,0,0.02
2020-11-14,Colombo,12.93,29.75,2.06,5.38,0,0.04
2018-03-27,Galle,23.75,72.04,12.29,53.67,0,0.0
2022-01-06,Galle,21.14,41.88,13.8,40.18,0,0.11
2022-07-19,Galle,32.77,79.32,15.88,41.32,0,0.14
2022-03-11,Ratnapura,17.88,44.4,36.46,134.23,0,0.06
2021-09-11,Gampaha,11.65,39.7,1.51,6.14,0,0.02
2018-12-10,Badulla,42.35,61.79,46.12,672.81,0,0.01
2020-04-15,Galle,1.76,36.0,14.84,52.55,0,0.02
2020-08-07,Matale,10.05,25.69,14.97,48.1,0,0.12
2023-01-20,Colombo,2.85,44.8,1.92,4.43,0,0.0
2021-10-09,Colombo,5.16,11.84,5.52,14.66,0,0.05
2018-09-10,Colombo,52.06,272.89,0.35,13.24,0,0.01
2018-11-14,Ratnapura,2.92,21.21,33.72,131.73,0,0.04
2023-05-24,Nuwara Eliya,31.12,51.24,43.9,1802.55,0,0.12
2018-06-30,Badulla,16.39,34.55,41.57,674.92,0,0.01
2021-11-27,Badulla,2.2,47.69,39.75,682.82,0,0.15
2019-07-17,Matale,6.89,32.9,13.47,47.69,0,0.05
2021-09-01,Kalutara,5.81,21.64,8.73,9.8,0,0.1
2023-05-03,Matara,0.07,5.62,18.64,53.32,0,0.06
2021-10-01,Ratnapura,1.53,2.32,33.3,127.59,0,0.08
2019-02-05,Nuwara Eliya,96.17,474.79,45.64,1796.68,1,4.26
2019-06-30,Galle,4.61,53.38,13.46,43.88,0,0.11
2020-02-02,Kalutara,2.94,15.61,7.98,16.53,0,0.14
2022-01-09,Nuwara Eliya,32.77,66.99,47.37,1793.65,0,0.05
2018-10-20,Kandy,12.52,48.33,14.78,47.67,0,0.03
2021-12-14,Ratnapura,9.92,34.81,34.54,129.01,0,0.07
2019-10-14,Badulla,9.53,14.92,44.61,672.1,0,0.01
2019-12-15,Colombo,0.86,31.3,-0.02,7.24,0,0.03
2020-09-10,Colombo,3.41,37.03,3.08,7.82,0,0.13
2021-01-13,Gampaha,2.45,44.27,5.87,8.41,0,0.12
2023-04-01,Matara,0.16,25.85,13.05,53.31,0,0.04
2020-10-25,Ratnapura,3.3,28.72,33.94,127.54,0,0.07
2022-06-06,Gampaha,12.59,55.94,3.16,8.15,0,0.11
2022-02-24,Matale,31.09,64.72,16.11,39.84,0,0.11
2023-04-25,Nuwara Eliya,1.08,21.0,44.45,1793.72,0,0.04
2020-09-10,Matale,21.44,27.68,17.12,41.93,0,0.0
2019-12-31,Kandy,2.58,50.7,16.24,51.92,0,0.13
2022-05-29,Ratnapura,8.28,10.86,33.78,124.96,0,0.02
2022-09-24,Matara,15.1,53.28,14.27,47.48,0,0.07
2018-12-14,Ratnapura,4.25,24.09,33.24,131.35,0,0.11
2018-04-09,Kegalle,2.06,23.23,37.72,198.06,0,0.08
2020-12-04,Matara,7.46,56.23,16.83,52.11,0,0.05
2021-07-28,Badulla,8.06,26.41,38.27,685.09,0,0.05
2019-01-10,Gampaha,47.56,50.88,5.09,7.75,0,0.0
2022-09-19,Ratnapura,77.66,273.12,36.47,133.83,1,1.83
2020-07-25,Badulla,24.88,45.84,40.99,668.49,0,0.12
2019-11-11,Badulla,4.36,21.05,41.96,671.28,0,0.11
2022-10-14,Matale,4.31,38.76,16.19,44.32,0,0.08
2022-07-30,Ratnapura,3.05,25.13,36.32,135.42,0,0.14
2020-12-15,Colombo,5.7,39.98,2.9,3.03,0,0.11
2022-09-14,Galle,2.66,33.23,15.88,50.68,0,0.14
2018-11-07,Ratnapura,5.91,13.7,36.88,135.88,0,0.06
2020-03-23,Colombo,0.29,38.49,-1.5,1.16,0,0.0
2019-01-13,Nuwara Eliya,15.81,25.1,44.37,1801.34,0,0.15
2018-03-09,Matara,3.04,18.51,12.5,51.05,0,0.04
2020-08-27,Kalutara,0.01,45.81,12.95,11.49,0,0.04
2018-12-07,Badulla,29.12,41.73,44.62,684.68,0,0.14
2020-04-29,Badulla,4.82,12.65,44.38,679.27,0,0.06
2018-01-26,Gampaha,38.01,69.77,2.91,8.03,0,0.14
2022-11-16,Badulla,6.24,13.05,44.87,681.42,0,0.13
2019-08-19,Kegalle,28.04,60.99,40.45,204.92,0,0.06
2019-07-04,Nuwara Eliya,3.07,51.05,45.88,1801.92,0,0.05
2022-05-04,Kandy,8.5,41.71,11.05,54.33,0,0.06
2023-06-16,Kandy,8.66,33.05,17.06,53.24,0,0.05
2018-09-12,Colombo,4.8,18.84,1.85,8.01,0,0.15
2022-09-30,Matale,8.7,16.63,17.38,43.62,0,0.05
2019-09-04,Ratnapura,37.4,64.3,34.28,131.51,0,0.05
2021-12-06,Badulla,219.39,339.28,43.28,687.49,1,2.59
2020-12-24,Badulla,34.94,78.91,42.0,679.48,0,0.07
2023-04-26,Matale,16.8,62.35,16.46,43.5,0,0.15
2018-11-10,Badulla,0.16,14.02,44.4,680.04,0,0.13
2018-08-19,Matara,6.26,26.72,17.24,55.99,0,0.04
2019-09-11,Badulla,54.53,268.13,42.01,683.34,1,2.79
2018-05-12,Colombo,14.5,50.43,-2.7,13.36,0,0.03
2021-11-19,Badulla,0.95,24.9,42.0,682.86,0,0.13
2019-04-19,Gampaha,4.25,29.15,2.65,15.01,0,0.08
2019-06-06,Badulla,7.27,54.62,40.26,682.79,0,0.02
2022-03-20,Galle,9.9,17.09,13.27,47.88,0,0.0
2018-11-29,Matale,3.29,19.07,15.77,44.12,0,0.01
2018-04-11,Galle,8.59,9.19,14.4,43.49,0,0.08
2022-01-28,Gampaha,15.93,62.32,3.18,12.38,0,0.12
2020-10-20,Kalutara,5.62,30.78,10.42,10.64,0,0.01
2021-12-18,Kandy,27.28,71.73,13.76,54.49,0,0.13
2022-04-18,Kandy,10.38,51.99,17.31,55.26,0,0.09
2020-08-02,Nuwara Eliya,13.82,54.14,46.26,1794.28,0,0.08
2022-12-17,Matara,14.85,36.16,14.68,40.95,0,0.04
2020-03-13,Galle,10.6,41.47,13.11,46.14,0,0.11
2018-11-21,Badulla,11.02,49.89,42.36,681.87,0,0.12
2020-12-13,Gampaha,33.64,70.47,1.97,3.56,0,0.02
2018-06-07,Colombo,127.92,389.34,3.07,-2.46,1,4.13
2019-04-24,Galle,6.13,23.09,13.89,49.94,0,0.02
2019-11-17,Matara,13.37,21.55,13.67,56.07,0,0.07
2020-03-25,Matara,3.34,28.8,14.83,49.66,0,0.09
2021-07-03,Nuwara Eliya,4.29,28.93,37.61,1800.38,0,0.05
2019-09-07,Kegalle,8.28,34.38,43.19,201.64,0,0.02
2021-05-16,Galle,10.63,46.09,17.21,48.43,0,0.09
2021-12-14,Galle,2.19,8.55,11.32,54.49,0,0.01
2020-12-13,Kalutara,9.97,23.08,14.02,8.34,0,0.05
2018-11-28,Matara,23.0,48.15,15.19,59.03,0,0.09
2023-05-04,Kandy,48.04,91.86,15.19,47.03,0,0.0
2021-11-26,Kandy,4.62,50.63,15.39,52.69,0,0.07
2021-04-21,Ratnapura,1.06,4.29,34.63,139.77,0,0.09
2020-01-15,Galle,38.3,74.48,16.27,47.53,0,0.12
2020-04-19,Badulla,8.12,19.33,45.74,677.66,0,0.01
2022-02-19,Matale,39.43,47.91,12.66,51.02,0,0.12
2022-07-03,Gampaha,0.18,21.62,-1.16,13.36,0,0.06
2018-11-16,Nuwara Eliya,15.11,45.04,42.65,1798.11,0,0.08
2021-05-08,Ratnapura,37.91,68.25,36.43,128.83,0,0.09
2022-04-15,Matara,0.23,1.2,12.33,48.42,0,0.12
2023-02-16,Colombo,33.2,76.3,2.14,6.65,0,0.13
2018-01-25,Colombo,22.51,28.68,2.62,-0.64,0,0.15
2023-04-16,Nuwara Eliya,1.85,41.69,43.92,1801.56,0,0.01
2019-06-04,Matara,83.37,277.69,17.63,46.57,1,3.74
2021-04-11,Galle,34.79,48.7,16.15,47.49,0,0.06
2018-12-09,Matara,208.21,372.49,16.52,53.65,0,0.05
2019-05-17,Matale,20.34,49.94,14.46,49.86,0,0.11
2022-08-29,Kalutara,2.07,29.79,8.89,18.33,0,0.05
2021-01-05,Galle,35.65,58.43,12.23,46.28,0,0.09
2020-11-01,Badulla,1.82,25.65,38.98,682.67,0,0.04
2020-04-23,Kandy,10.33,41.83,15.11,54.33,0,0.05
2019-05-12,Colombo,21.66,40.01,1.87,18.61,0,0.01
2020-09-19,Ratnapura,2.74,4.68,34.56,129.36,0,0.1
2018-02-20,Badulla,9.12,28.21,41.91,685.44,0,0.08
2022-08-29,Galle,172.6,390.13,13.09,45.91,1,2.81
2019-10-24,Gampaha,4.32,28.81,-0.67,1.41,0,0.08
2019-04-21,Nuwara Eliya,14.65,29.28,43.64,1798.32,0,0.05
2023-03-03,Kalutara,6.96,47.55,9.97,20.24,0,0.11
2019-08-15,Matara,17.58,24.17,11.7,48.81,0,0.13
2022-02-07,Kandy,45.21,71.37,15.61,46.25,0,0.01
2021-10-08,Colombo,12.67,34.72,4.05,9.28,0,0.11
2019-01-12,Kalutara,1.84,36.95,9.62,24.94,0,0.08
2022-07-10,Colombo,39.26,75.06,4.37,-4.46,0,0.02
2019-05-29,Matara,6.3,53.46,15.63,48.21,0,0.08
2019-09-07,Badulla,20.67,52.86,42.24,677.8,0,0.08
2021-08-19,Kegalle,53.06,420.96,37.29,190.37,1,3.93
2021-10-23,Matale,2.3,36.78,15.78,50.84,0,0.1
2019-10-12,Ratnapura,12.61,59.55,34.76,137.19,0,0.08
2020-05-23,Kandy,17.74,59.45,12.77,59.26,0,0.12
2020-07-26,Kegalle,4.63,51.26,39.98,194.4,0,0.09
2023-01-15,Kandy,67.69,233.38,13.09,50.69,0,0.07
2020-12-01,Ratnapura,3.54,25.46,30.79,132.43,0,0.0
2020-12-21,Matale,19.74,66.48,17.74,58.24,0,0.0
2019-05-30,Ratnapura,5.0,27.97,34.09,127.88,0,0.15
2019-06-09,Kandy,20.22,44.27,14.77,56.35,0,0.03
2018-09-05,Nuwara Eliya,13.33,19.63,45.04,1793.96,0,0.13
2019-12-19,Badulla,30.17,48.94,39.71,678.38,0,0.04
2019-06-06,Colombo,9.57,21.92,4.51,13.53,0,0.12
2019-03-04,Gampaha,2.48,48.85,4.75,22.13,0,0.06
2022-05-25,Matale,3.27,25.97,14.65,58.57,0,0.11
2019-09-11,Matara,10.19,45.12,18.93,49.8,0,0.11
2019-02-09,Kegalle,7.82,49.45,37.32,198.88,0,0.06
2018-10-06,Badulla,36.47,49.21,40.59,686.36,0,0.12
2020-08-12,Badulla,36.24,64.57,40.0,677.37,0,0.14
2022-03-10,Kegalle,8.72,44.69,40.45,190.27,0,0.05
2022-05-03,Matara,43.62,90.36,15.07,54.89,0,0.13
2019-02-17,Nuwara Eliya,6.26,33.7,44.27,1806.08,0,0.08
2021-07-24,Kalutara,17.08,42.34,11.46,12.68,0,0.11
2018-04-06,Gampaha,4.05,21.43,5.09,9.91,0,0.11
2019-05-28,Colombo,16.98,64.36,2.42,9.13,0,0.05
2020-03-30,Kegalle,36.21,39.93,39.95,212.08,0,0.15
2018-04-25,Galle,18.95,25.84,12.67,42.45,0,0.06
2018-08-09,Kandy,10.53,54.74,18.33,53.85,0,0.07
2018-05-11,Gampaha,52.98,271.85,4.21,2.75,0,0.06
2022-01-22,Gampaha,8.76,34.42,4.26,7.33,0,0.09
2022-08-13,Matara,3.01,38.48,13.41,53.0,0,0.01
